Project,Antipattern,File,Line from,Line to,Code fragment,Explanation
xnelo_filearch,Implicit Columns,common/src/main/java/com/xnelo/filearch/common/data/ArtifactRepo.java,44,44,.returningResult(DSL.asterisk()),"Using DSL.asterisk() returns all columns from the Artifacts table, which can cause issues if the table schema changes. Replace with explicit column selection like .returningResult(Artifacts.ARTIFACTS.ID, Artifacts.ARTIFACTS.OWNER_USER_ID, ...)."
xnelo_filearch,Implicit Columns,common/src/main/java/com/xnelo/filearch/common/data/ArtifactRepo.java,53,53,.select(DSL.asterisk()),"Using DSL.asterisk() fetches all columns from the Artifacts table, making the code fragile to schema changes. Replace with explicit column selection like .select(Artifacts.ARTIFACTS.ID, Artifacts.ARTIFACTS.OWNER_USER_ID, Artifacts.ARTIFACTS.STORED_FILES_ID, Artifacts.ARTIFACTS.STORAGE_KEY, Artifacts.ARTIFACTS.MIME_TYPE)."
xnelo_filearch,ID Required,jooq/src/main/java/com/xnelo/filearch/jooq/tables/Artifacts.java,56,56,"public final TableField<ArtifactsRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");",The primary key is generically named 'id' instead of a more descriptive name like 'artifact_id'. Consider renaming to 'artifact_id' to make foreign key references self-documenting and avoid ambiguity in joins.
xnelo_filearch,Keyless Entry,jooq/src/main/java/com/xnelo/filearch/jooq/tables/Artifacts.java,61,61,"public final TableField<ArtifactsRecord, Long> OWNER_USER_ID = createField(DSL.name(""owner_user_id""), SQLDataType.BIGINT, this, """");","The column 'owner_user_id' appears to reference the Users table but lacks a foreign key constraint, which could lead to orphaned records or invalid references. Add a foreign key constraint referencing Users.ID to ensure referential integrity."
xnelo_filearch,Keyless Entry,jooq/src/main/java/com/xnelo/filearch/jooq/tables/Artifacts.java,66,66,"public final TableField<ArtifactsRecord, Long> STORED_FILES_ID = createField(DSL.name(""stored_files_id""), SQLDataType.BIGINT, this, """");","The column 'stored_files_id' appears to reference the StoredFiles table but lacks a foreign key constraint, risking data integrity issues. Add a foreign key constraint referencing StoredFiles.ID to enforce valid references."
xnelo_filearch,ID Required,jooq/src/main/java/com/xnelo/filearch/jooq/tables/Folders.java,56,56,"public final TableField<FoldersRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");",The primary key column is generically named 'id' instead of a more descriptive name like 'folder_id'. Consider renaming the column to 'folder_id' to make it self-documenting and avoid ambiguity in queries with joins.
xnelo_filearch,Keyless Entry,jooq/src/main/java/com/xnelo/filearch/jooq/tables/Folders.java,61,61,"public final TableField<FoldersRecord, Long> OWNER_USER_ID = createField(DSL.name(""owner_user_id""), SQLDataType.BIGINT, this, """");","The 'owner_user_id' column appears to reference the Users table but lacks a foreign key constraint, which could lead to orphaned records or invalid references. Add a foreign key constraint referencing Users.ID to ensure referential integrity."
xnelo_filearch,Keyless Entry,jooq/src/main/java/com/xnelo/filearch/jooq/tables/Folders.java,66,66,"public final TableField<FoldersRecord, Long> PARENT_ID = createField(DSL.name(""parent_id""), SQLDataType.BIGINT, this, """");","The 'parent_id' column appears to be a self-referencing column to the Folders table but lacks a foreign key constraint, which could lead to invalid parent folder references. Add a foreign key constraint referencing Folders.ID to ensure hierarchical integrity."
xnelo_filearch,ID Required,jooq/src/main/java/com/xnelo/filearch/jooq/tables/StoredFiles.java,56,56,"public final TableField<StoredFilesRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");",The primary key column is generically named 'id' instead of a more descriptive name like 'stored_file_id'. Consider renaming the column to 'stored_file_id' to make it self-documenting and avoid ambiguity in queries with joins.
xnelo_filearch,Keyless Entry,jooq/src/main/java/com/xnelo/filearch/jooq/tables/StoredFiles.java,61,61,"public final TableField<StoredFilesRecord, Long> OWNER_USER_ID = createField(DSL.name(""owner_user_id""), SQLDataType.BIGINT, this, """");","The 'owner_user_id' column appears to reference the Users table but lacks a foreign key constraint, which could lead to orphaned records or invalid references. Add a foreign key constraint referencing Users.ID to ensure referential integrity."
xnelo_filearch,Keyless Entry,jooq/src/main/java/com/xnelo/filearch/jooq/tables/StoredFiles.java,66,66,"public final TableField<StoredFilesRecord, Long> FOLDER_ID = createField(DSL.name(""folder_id""), SQLDataType.BIGINT, this, """");","The 'folder_id' column appears to reference the Folders table but lacks a foreign key constraint, which could lead to orphaned records or invalid references. Add a foreign key constraint referencing Folders.ID to ensure referential integrity."
xnelo_filearch,ID Required,jooq/src/main/java/com/xnelo/filearch/jooq/tables/Users.java,56,56,"public final TableField<UsersRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");",The primary key is named generically 'id' instead of a more descriptive name like 'user_id'. Consider renaming the column to 'user_id' to make foreign key references more self-documenting and to avoid ambiguity in queries with multiple joined tables.
xnelo_filearch,Keyless Entry,jooq/src/main/java/com/xnelo/filearch/jooq/tables/Users.java,86,86,"public final TableField<UsersRecord, Long> ROOT_FOLDER_ID = createField(DSL.name(""root_folder_id""), SQLDataType.BIGINT, this, """");","The 'root_folder_id' column appears to reference the Folders table but lacks a foreign key constraint, which could lead to orphaned references or invalid data. Add a foreign key constraint referencing Folders.ID to ensure referential integrity."
xnelo_filearch,Fear of the Unknown,jooq/src/main/java/com/xnelo/filearch/jooq/tables/Users.java,61,61,"public final TableField<UsersRecord, byte[]> USERNAME = createField(DSL.name(""username""), SQLDataType.BLOB, this, """");","The 'username' column is nullable but a user should always have a username in practice. Consider adding a NOT NULL constraint to prevent missing usernames, or if the value can legitimately be absent, ensure the application handles NULL properly."
xnelo_filearch,Fear of the Unknown,jooq/src/main/java/com/xnelo/filearch/jooq/tables/Users.java,81,81,"public final TableField<UsersRecord, String> EXTERNAL_ID = createField(DSL.name(""external_id""), SQLDataType.VARCHAR(255), this, """");","The 'external_id' column is nullable, which may lead to ambiguity if an empty string is used to represent missing values instead of NULL. Consider adding a NOT NULL constraint if external IDs are required, or ensure the application consistently uses NULL for missing values."
