Project,Antipattern,File,Line from,Line to,Code fragment,Explanation
btpka3_btpka3.github.com,Implicit Columns,java/spring/first-drools/my-app/src/main/java/com/github/btpka3/first/spring/data/jpa/Main.java,35,35,.select(),"Using select() without specifying columns fetches all columns from the UF_DAILY_RISK table, which wastes bandwidth and memory. Explicitly list only the required columns (e.g., UF_DAILY_RISK.ID, UF_DAILY_RISK.GMT_CREATE, UF_DAILY_RISK.TENANT_CODE) in the select() call."
btpka3_btpka3.github.com,ID Required,java/spring/first-drools/my-app/src/main/java/test/generated/tables/AirbusAlgoSchedule.java,62,62,"public final TableField<AirbusAlgoScheduleRecord, ULong> ID = createField(""id"", org.jooq.impl.SQLDataType.BIGINTUNSIGNED.nullable(false).identity(true), this, ""主键"");","The primary key column is named just 'id', which is a generic name that doesn't convey any meaning about the table it belongs to. Consider renaming it to something more descriptive like 'airbus_algo_schedule_id' to make it self-documenting and avoid ambiguity in JOIN queries."
btpka3_btpka3.github.com,ID Required,java/spring/first-drools/my-app/src/main/java/test/generated/tables/AirbusAlgoScheduleJob.java,63,63,"public final TableField<AirbusAlgoScheduleJobRecord, ULong> ID = createField(""id"", org.jooq.impl.SQLDataType.BIGINTUNSIGNED.nullable(false).identity(true), this, ""主键"");","The primary key column is named just 'id', which is a generic name that doesn't convey any meaning about the table it belongs to. Consider renaming it to something more descriptive like 'algo_schedule_job_id' to make it self-documenting and avoid ambiguity in queries with joins."
btpka3_btpka3.github.com,ID Required,java/spring/first-drools/my-app/src/main/java/test/generated/tables/AirbusEventInfo.java,62,62,"public final TableField<AirbusEventInfoRecord, ULong> ID = createField(""id"", org.jooq.impl.SQLDataType.BIGINTUNSIGNED.nullable(false).identity(true), this, ""主键"");","The primary key column is named just 'id', which is a generic name that doesn't convey any meaning about the table it belongs to. Consider renaming it to something more descriptive like 'airbus_event_info_id' or 'event_info_id' to make foreign key references and queries more self-documenting."
btpka3_btpka3.github.com,ID Required,java/spring/first-drools/my-app/src/main/java/test/generated/tables/AirbusEventOdpsAccount.java,62,62,"public final TableField<AirbusEventOdpsAccountRecord, ULong> ID = createField(""id"", org.jooq.impl.SQLDataType.BIGINTUNSIGNED.nullable(false).identity(true), this, ""主键"");","The primary key column is named just 'id', which is a generic name that doesn't convey any meaning about the table it belongs to. Consider renaming it to something more descriptive like 'airbus_event_odps_account_id' to make it self-documenting and avoid ambiguity in joins."
btpka3_btpka3.github.com,ID Required,java/spring/first-drools/my-app/src/main/java/test/generated/tables/AirbusJobInfo.java,62,62,"public final TableField<AirbusJobInfoRecord, ULong> ID = createField(""id"", org.jooq.impl.SQLDataType.BIGINTUNSIGNED.nullable(false).identity(true), this, ""主键"");","The primary key column is named just 'id', which is a generic name that doesn't convey any meaning about the table it belongs to. Consider renaming it to something more descriptive like 'airbus_job_info_id' or 'job_info_id' to make foreign key references and queries more self-documenting."
btpka3_btpka3.github.com,ID Required,java/spring/first-drools/my-app/src/main/java/test/generated/tables/AirbusJobReleaseInfo.java,62,62,"public final TableField<AirbusJobReleaseInfoRecord, ULong> ID = createField(""id"", org.jooq.impl.SQLDataType.BIGINTUNSIGNED.nullable(false).identity(true), this, ""主键"");","The primary key column is named just 'id', which is a generic name that doesn't convey any meaning about the table it belongs to. Consider renaming it to something more descriptive like 'airbus_job_release_info_id' or 'job_release_id' to make foreign key references self-documenting."
btpka3_btpka3.github.com,ID Required,java/spring/first-drools/my-app/src/main/java/test/generated/tables/AirbusJobResultInfo.java,62,62,"public final TableField<AirbusJobResultInfoRecord, ULong> ID = createField(""id"", org.jooq.impl.SQLDataType.BIGINTUNSIGNED.nullable(false).identity(true), this, ""主键"");","The primary key column is named just 'id', which is a generic name that doesn't convey any meaning about the table it belongs to. Consider renaming it to something more descriptive like 'airbus_job_result_info_id' or 'result_info_id' to make foreign key references and queries more self-documenting."
btpka3_btpka3.github.com,ID Required,java/spring/first-drools/my-app/src/main/java/test/generated/tables/AirbusOdpsQueryTask.java,62,62,"public final TableField<AirbusOdpsQueryTaskRecord, ULong> ID = createField(""id"", org.jooq.impl.SQLDataType.BIGINTUNSIGNED.nullable(false).identity(true), this, ""主键"");","The primary key column is named just 'id', which is a generic name that doesn't convey any meaning about the table it belongs to. Consider renaming it to something more descriptive like 'airbus_odps_query_task_id' or 'task_id' to make it self-documenting and avoid ambiguity in queries with joins."
btpka3_btpka3.github.com,Keyless Entry,java/spring/first-drools/my-app/src/main/java/test/generated/tables/AirbusOdpsQueryTask.java,127,127,"public final TableField<AirbusOdpsQueryTaskRecord, ULong> JOB_RELEASE_ID = createField(""job_release_id"", org.jooq.impl.SQLDataType.BIGINTUNSIGNED, this, ""job release id. 只有未进行合并的task会记录"");","The column 'job_release_id' appears to reference the 'airbus_job_release_info' table (which has KEY_AIRBUS_JOB_RELEASE_INFO_PRIMARY), but there is no foreign key constraint defined. Add a foreign key constraint to ensure referential integrity and prevent orphaned records."
btpka3_btpka3.github.com,ID Required,java/spring/first-drools/my-app/src/main/java/test/generated/tables/AirbusOneTimeTaskInfo.java,62,62,"public final TableField<AirbusOneTimeTaskInfoRecord, ULong> ID = createField(""id"", org.jooq.impl.SQLDataType.BIGINTUNSIGNED.nullable(false).identity(true), this, ""主键"");","The primary key column is named just 'id', which is a generic name that doesn't convey any meaning about the table it belongs to. Consider renaming it to something more descriptive like 'airbus_one_time_task_info_id' or 'task_info_id' to make foreign key references self-documenting."
btpka3_btpka3.github.com,ID Required,java/spring/first-drools/my-app/src/main/java/test/generated/tables/CalcDatasource.java,62,62,"public final TableField<CalcDatasourceRecord, ULong> ID = createField(""id"", org.jooq.impl.SQLDataType.BIGINTUNSIGNED.nullable(false).identity(true), this, ""主键"");","The primary key column is named just 'id', which is a generic name that doesn't convey any meaning about the table it belongs to. Consider renaming it to something more descriptive like 'datasource_id' or 'calc_datasource_id' to make foreign key references and queries more self-documenting."
btpka3_btpka3.github.com,ID Required,java/spring/first-drools/my-app/src/main/java/test/generated/tables/CalcIndicatorAccRecord.java,62,62,"public final TableField<CalcIndicatorAccRecordRecord, ULong> ID = createField(""id"", org.jooq.impl.SQLDataType.BIGINTUNSIGNED.nullable(false).identity(true), this, ""主键"");","The primary key is named just 'id' which is a generic, non-descriptive name that doesn't convey any meaning about the table it belongs to. Consider renaming it to something more descriptive like 'calc_indicator_acc_record_id' or 'record_id' to make foreign key references and queries more self-documenting."
btpka3_btpka3.github.com,ID Required,java/spring/first-drools/my-app/src/main/java/test/generated/tables/CalcIndicatorAccRecordColumn.java,62,62,"public final TableField<CalcIndicatorAccRecordColumnRecord, ULong> ID = createField(""id"", org.jooq.impl.SQLDataType.BIGINTUNSIGNED.nullable(false).identity(true), this, ""主键"");","The primary key column is named just 'id', which is a generic name that doesn't convey any meaning about the table it belongs to. Consider renaming it to something more descriptive like 'calc_indicator_acc_record_column_id' or 'record_column_id' to make it self-documenting and avoid ambiguity in joins."
btpka3_btpka3.github.com,ID Required,java/spring/first-drools/my-app/src/main/java/test/generated/tables/CalcIndicatorAccRecordIndi.java,62,62,"public final TableField<CalcIndicatorAccRecordIndiRecord, ULong> ID = createField(""id"", org.jooq.impl.SQLDataType.BIGINTUNSIGNED.nullable(false).identity(true), this, ""主键"");","The primary key column is named just 'id', which is a generic name that doesn't convey any meaning about the table it belongs to. Consider renaming it to something more descriptive like 'calc_indicator_acc_record_indi_id' or 'record_indi_id' to make it self-documenting and avoid ambiguity in joins."
